"doc_id","paragraph_id","chunk_id","chunk","text_id"
"s13428-019-01316-z.pdf","Results and discussion",45,"Results and discussion
Table 3 Numbers of concepts per dominant perceptual modality, dominant action effector, and overall dominant sensorimotor dimension, with mean ratings of sensorimotor strength (0 -5) and exclusivity scores (modality, effector, or sensorimotor)
0.40. Haptic, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.75. Haptic, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg = 1.22. Haptic, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 2.56. Haptic, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.83. Haptic, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 0.97. Haptic, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 1.28. Haptic, Exclusivity.Exclusivity = 20.7%. Interoceptive, N.N = 1,766. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.37. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.35. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.86. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.ceptive = 3.26. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.37. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.02. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg =","s13428-019-01316-z.pdf~Results and discussion~45"
"s13428-019-01316-z.pdf","Results and discussion",46,"Results and discussion
Table 3 Numbers of concepts per dominant perceptual modality, dominant action effector, and overall dominant sensorimotor dimension, with mean ratings of sensorimotor strength (0 -5) and exclusivity scores (modality, effector, or sensorimotor)
0.94. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 1.18. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.45. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 1.50. Interoceptive, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 1.35. Interoceptive, Exclusivity.Exclusivity = 20.4%. Olfactory, N.N = 176. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.59. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.03. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.86. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.ceptive = 0.81. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 3.78. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.12. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg = 0.42. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 1.07. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.49. Olfactory,","s13428-019-01316-z.pdf~Results and discussion~46"
"s13428-019-01316-z.pdf","Results and discussion",47,"Results and discussion
Table 3 Numbers of concepts per dominant perceptual modality, dominant action effector, and overall dominant sensorimotor dimension, with mean ratings of sensorimotor strength (0 -5) and exclusivity scores (modality, effector, or sensorimotor)
Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 1.31. Olfactory, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 0.74. Olfactory, Exclusivity.Exclusivity = 25.1%. Visual, N.N = 22,774. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.36. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.24. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.20. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.ceptive = 0.74. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.38. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 3.36. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg = 0.84. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 1.52. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.11. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 0.95. Visual, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 0.79. Visual, Exclusivity.Exclusivity = 25.1%. Foot/leg, N.N =","s13428-019-01316-z.pdf~Results and discussion~47"
"s13428-019-01316-z.pdf","Results and discussion",48,"Results and discussion
Table 3 Numbers of concepts per dominant perceptual modality, dominant action effector, and overall dominant sensorimotor dimension, with mean ratings of sensorimotor strength (0 -5) and exclusivity scores (modality, effector, or sensorimotor)
428. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.05. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.11. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.49. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.ceptive = 1.21. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.18. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 3.01. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg = 3.66. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 1.75. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.77. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 0.69. Foot/leg, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 1.57. Foot/leg, Exclusivity.Exclusivity = 22.5%. Hand/arm, N.N = 1,434. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.04. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head","s13428-019-01316-z.pdf~Results and discussion~48"
"s13428-019-01316-z.pdf","Results and discussion",49,"Results and discussion
Table 3 Numbers of concepts per dominant perceptual modality, dominant action effector, and overall dominant sensorimotor dimension, with mean ratings of sensorimotor strength (0 -5) and exclusivity scores (modality, effector, or sensorimotor)
Mouth/. = 0.17. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.08. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.ceptive = 0.88. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.26. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.83. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg = 1.17. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 3.46. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.90. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 0.79. Hand/arm, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 1.14. Hand/arm, Exclusivity.Exclusivity = 22.1%. Head, N.N = 7,740. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.57. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.21. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.52. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.ceptive =","s13428-019-01316-z.pdf~Results and discussion~49"
"s13428-019-01316-z.pdf","Results and discussion",50,"Results and discussion
Table 3 Numbers of concepts per dominant perceptual modality, dominant action effector, and overall dominant sensorimotor dimension, with mean ratings of sensorimotor strength (0 -5) and exclusivity scores (modality, effector, or sensorimotor)
1.37. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.25. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.13. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg = 0.66. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 1.05. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.90. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 1.45. Head, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 0.72. Head, Exclusivity.Exclusivity = 22.5%. Mouth/throat, N.N = 1,166. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.87. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.17. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.88. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.ceptive = 1.30. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.70. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.23. Mouth/throat, Sensorimotor Dimension Auditory","s13428-019-01316-z.pdf~Results and discussion~50"
"s13428-019-01316-z.pdf","Results and discussion",51,"Results and discussion
Table 3 Numbers of concepts per dominant perceptual modality, dominant action effector, and overall dominant sensorimotor dimension, with mean ratings of sensorimotor strength (0 -5) and exclusivity scores (modality, effector, or sensorimotor)
Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg = 0.41. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 1.18. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.14. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 3.51. Mouth/throat, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 0.78. Mouth/throat, Exclusivity.Exclusivity = 21.5%. Torso, N.N = 223. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.74. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.23. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 1.48. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.ceptive = 1.88. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 0.36. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/. = 2.24. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Leg = 1.04. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Arm = 1.38. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.","s13428-019-01316-z.pdf~Results and discussion~51"
"s13428-019-01316-z.pdf","Results and discussion",52,"Results and discussion
Table 3 Numbers of concepts per dominant perceptual modality, dominant action effector, and overall dominant sensorimotor dimension, with mean ratings of sensorimotor strength (0 -5) and exclusivity scores (modality, effector, or sensorimotor)
= 1.57. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Throat = 0.87. Torso, Sensorimotor Dimension Auditory Gustatory Haptic Intero- Olfactory Visual Foot/ Hand/ Head Mouth/.Torso = 3.17. Torso, Exclusivity.Exclusivity = 21.7%","s13428-019-01316-z.pdf~Results and discussion~52"
"s13428-019-01316-z.pdf","Results and discussion",53,"Results and discussion
The mean rating for each dominant dimension is in bold.
most important modality (74% of items are visually dominant; e.g., cloud , mirror ), followed by auditory (11%; thunder , mockery ), interoceptive (9%; ulcer , empathy ), haptic (2%; prickly , blister ), gustatory (2%; pizza , sweet ), and olfactory (< 1%; perfume , skunk ). When considering action effectors alone, the most important effector is the head excluding mouth and throat; 67% of items are dominated by head action; e.g., stare , daydream ), followed by the hand and arm (17%; throw , fork ), mouth and throat (9%; eat , pronounce ), foot and leg (4%; kick , sandal ), and torso (2%; slouch , polo shirt ).
Relationship between dimensions The correlations between individual perceptual modalities and action effectors are shown in Fig. 5, a correlation matrix plot between all 11 dimensions for the mean ratings of sensorimotor strength ( N = 39,707). Given the exploratory nature of the analysis (i.e., without hypotheses to confirm), we opted not to include inferential statistics such as p values, and report","s13428-019-01316-z.pdf~Results and discussion~53"
"s13428-019-01316-z.pdf","Results and discussion",54,"Results and discussion
only the correlation coefficient. As we had previously found for perceptual strength norms (Lynott & Connell, 2009, 2013; see also Connell, Lynott, & Banks, 2018), gustatory and olfactory strength were highly correlated (e.g., foodstuffs like peach are experienced via taste and smell), as were visual and haptic strength (e.g., most objects and textures that can be touched are also visible, such as bowl or prickly ), whereas auditory strength was negatively related to all other modalities except interoception (e.g., an auditory experience such as rhythm or beep is often difficult to touch, taste, smell, or see). Interoception was also negatively correlated with vision, reflecting the fact that sensations inside the body (e.g., nausea , heartbreak ) are typically not visible. Nonetheless, despite their intercorrelations, all modalities were distinct for at least some concepts. For example, some olfactory experience does not relate to food, and hence has no gustatory counterpart (e.g., perfume ), and
Behav Res (2020) 52:1271 -1291
1281
Fig. 5 Correlation matrix plot between the 11 dimensions for mean ratings of sensorimotor strength ( N = 39,707). Larger circles indicate stronger correlations, with red shades being positive and blue shades being negative
some taste concepts involve no smell (e.g., salty ). Similarly, some haptic experience is not easily visible (e.g., heat , clammy ), and many visually strong concepts cannot be touched (e.g., cloud , yellow ).","s13428-019-01316-z.pdf~Results and discussion~54"
"s13428-019-01316-z.pdf","Results and discussion",55,"Results and discussion
Turning to the relationships between action effectors, we found that the strengths of foot and torso action were highly correlated. One likely explanation for the correlation between the foot and torso action ratings is that in the real world, many actions of the foot/leg also involve the torso, such as sitting and climbing , as do experiences of objects such as bed , bath , and clothing . To a slightly lesser extent, but for much the same reasons, hand action strength was also correlated with foot and torso action strength (e.g., climbing and bath also involve experience of hand action). Head and mouth action strength were also moderately correlated, plausibly because acts of social communication involve action with both the mouth/throat for vocalization and the rest of the head for attending and facial expression, such as debate , storytelling , and laughing . Nonetheless, mouth and head actions were separable: Food and eating concepts tend to involve strong mouth action but weak head action (e.g., bagel , chew ). Moreover, experiences that involve strong head action but weak mouth action include those relating to hearing (e.g., listening , noisy , smoke alarm ) and interoception (e.g., earache , dizzy , delirium ).
Indeed, action effectors add a number of new insights to the relationship between perception and action in the representation of concepts. As we suggested above, the role of head","s13428-019-01316-z.pdf~Results and discussion~55"
"s13428-019-01316-z.pdf","Results and discussion",56,"Results and discussion
action strength in hearing and interoceptive experiences underlies its correlation with auditory and interoceptive strength. Haptic perceptual strength is strongly correlated with experience of hand action (perhaps unsurprisingly), but also to some extent with foot and torso action: that is, people mainly feel through touch by using their hands, but also by using other major body parts. Visual strength also correlates with hand action, consistent with the visual-haptic relationship that most touchable things can be seen. Mouth action strength correlated negatively with visual and haptic strength (e.g., most things that are seen and touched are not placed in the mouth, such as dog and prickly ), but positively with all other modalities. Mouth action and auditory strength were correlated mostly due to experience of vocalizations (e.g., sing , poetry , roar ), and experiences of food and eating (e.g., chocolate , sip ) accounted for the relationship between mouth action and gustatory/olfactory strength. Finally, mouth action also correlated with interoceptive strength, primarily for concepts that were identified by Connell, Lynott, and Banks (2018) as domains of interoceptive experience, such as (mal)function of the respiratory and digestive systems (e.g., vomiting , breathe , sneezing ) and narcotics (e.g., amphetamine , tequila ). Similarly, torso action correlates with interoceptive strength for concepts relating to digestion (e.g., gastrointestinal , hungry ) and (ill) health (e.g., flu , heart attack , achiness ).
The relationships between individual perceptual modalities and action effectors are also illustrated in the
1282
continuity between concepts that are rated highly in the same dimensions (see Fig. 6, which contains separate t -SNE plots for the perceptual and action components, labeled by dominant modality/effector 3 ). As we noted earlier, vision dominates the perceptual modalities, and head action dominates the effectors, but other dimensions are nonetheless distinct.","s13428-019-01316-z.pdf~Results and discussion~56"
"s13428-019-01316-z.pdf","Study 2a: Identifying the optimal composite variable of sensorimotor experience",57,"Study 2a: Identifying the optimal composite variable of sensorimotor experience
Our goals in this validation study were twofold: we wished to empirically determine the best composite strength variable (i.e., single value) for representing a concept ' s multidimensional sensorimotor profile, and to demonstrate the utility of sensorimotor strength as a semantic predictor in word processing. Although an 11-dimension sensorimotor profile is a rich source of semantic information about a particular concept, it can nonetheless be somewhat unwieldy for some uses. It is often valuable to aggregate multiple dimensions into a single composite variable, such as for use as a predictor in regression analyses without unnecessarily inflating the number of parameters, or for fair comparison with other single-variable semantic measures. There are many different potential methods of creating such a composite variable. Previous work on perceptual strength had used the strength of the dominant modality (i.e., the maximum perceptual strength rating across all modalities) as the preferred composite variable (e.g., Connell & Lynott, 2016a; Connell et al., 2018; Winter et al., 2018), finding that it offered a better fit to visual word recognition performance than did alternative measures (Connell & Lynott, 2012a). However, work in Serbian (Filipovi ć Đ ur đ evi ć et al., 2016) showed that the best fit emerged from summed perceptual strength (i.e., sum of perceptual strength ratings across all modalities) or vector length (i.e., Euclidean distance of the multidimensional vector of perceptual strength ratings from the origin). It is difficult to be certain whether this variability is due to language differences (i.e., English vs. Serbian) or to sampling differences (i.e., hundreds of words with limited overlap). We therefore sought to determine the best single composite variable for our 11-dimension sensorimotor norms by using a much larger and more representative sample of concepts in English (i.e., tens of thousands of words). As in previous studies (e.g., Connell & Lynott, 2012a), we judged the ' best ' variable to be the one that offers the best fit to","s13428-019-01316-z.pdf~Study 2a: Identifying the optimal composite variable of sensorimotor experience~57"
"s13428-019-01316-z.pdf","Study 2a: Identifying the optimal composite variable of sensorimotor experience",58,"Study 2a: Identifying the optimal composite variable of sensorimotor experience
3 The t -distributed stochastic neighbor embedding ( t -SNE; Maaten & Hinton, 2008) approach is a nonlinear, probabilistic technique for dimensionality reduction that is well-suited to visualizing patterns in multidimensional data. In particular, the approach has been found to be good at preserving local structure from high-dimensional data sets in two-dimensional representations while also conveying global structure, and thus produces a visual display that best preserves the interdimensional relationships between items.
Behav Res (2020) 52:1271 -1291
Fig. 6 The t -distributed stochastic neighbor embedding ( t -SNE) plots of the perceptual strength norms (panel A, labeled by the dominant modality) and the action strength norms (panel B, labeled by the dominant effector). The plots provide two-dimensional visualizations of the continuity between concepts that are rated highly in the same dimensions
lexical decision latency, a task in which semantic facilitation emerges from automatic and implicit access to the sensorimotor basis of the concept (i.e., the sensorimotor simulation of word meaning). To ensure the generalizability of the best composite variable and demonstrate its utility as a semantic predictor in visual word recognition, we examined lexical decision performance across two different datasets (i.e., English
Behav Res (2020) 52:1271 -1291
1283
Lexicon Project, British Lexicon Project) and using two performance measures (response time and accuracy).","s13428-019-01316-z.pdf~Study 2a: Identifying the optimal composite variable of sensorimotor experience~58"
"s13428-019-01316-z.pdf","Method",59,"Method
Materials We collated a set of 22,297 words that represented the intersection of data between our sensorimotor strength norms and lexical decision data from the English Lexicon Project (ELP; Balota, et al., 2007), and a separate set of 11,768 words that represented the intersection with the British Lexicon Project (BLP; Keuleers, Lacey, Rastle, & Brysbaert, 2012). For each ELP and BLP dataset, we extracted the dependent variables of zRT (i.e., lexical decision RT standardized per participant) and accuracy, as well as a set of lexical predictors that typically predict lexical decision performance (log SUBTLEXus word frequency, length in letters, number of syllables, and orthographic Levenshtein distance to the 20 nearest neighbors).
Candidate composite variables There are a number of ways to reduce an 11-dimension profile of sensorimotor strength to a single composite variable, and we examined the six most promising candidates. Most of the candidate variables we tested are distance metrics in vector space of a particular concept (i.e., an 11-dimension vector) from the origin. Minkowski distance (with exponent parameter m ) is a generalization of these distance metrics: roughly speaking, the highest-value dimension always contributes to the calculated distance, and m determines the extent to which the other dimensions contribute according to how close their values are to the highestvalue dimension (see, e.g., Han, Kamber, & Pei, 2011, p. 72). That is, low-value m means that all dimensions make noticeable contributions to the calculated distance, whereas highvalue m means only the highest-value dimension(s) make noticeable contributions to the calculated distance.
Our set of candidate variables is as follows:
Maximum strength : the highest rating across the 11 sensorimotor dimensions for a concept. Theoretically, maximum strength represents sensorimotor strength of the dominant dimension, which has previously been found to be the best composite variable of perceptual strength (Connell & Lynott, 2012a, 2016a; Connell et al., 2018). Maximum strength is consistent with Chebyshev distance of the vector from the origin (Minkowski distance m = ∞ ), where the distance between two vectors is equal to the greatest of their differences along any coordinate dimension (Abello, Pardalos, & Resende, 2013).","s13428-019-01316-z.pdf~Method~59"
"s13428-019-01316-z.pdf","Method",60,"Method
Minkowski 10 distance : Minkowski distance at m = 10 of the vector from the origin. Theoretically, it represents the sensorimotor strength of the dominant dimension, plus an attenuated influence of any other dimensions that are nearly as strong as the dominant dimension.
Minkowski 3 distance : Minkowski distance at m = 3 of the vector from the origin. Theoretically, it represents the sensorimotor strength in all dimensions, but the influence of weaker dimensions is attenuated, and it has been proposed as the optimal value for modeling multisensory cue integration in perception (To, Baddeley, Troscianko, & Tolhurst, 2011). As compared to Minkowski 10, the Minkowski 3 distance receives a greater contribution from weaker dimensions.
Euclidean vector length : the straight-line distance of the vector from the origin (Minkowski distance m = 2). Theoretically, it represents the sensorimotor strength in all dimensions without attenuation, but the highest-value dimensions are most important, because they are farthest from the origin.
Summed strength : the sum of all ratings across the 11 sensorimotor dimensions for a concept, consistent with the Manhattan (i.e., city block) distance of the vector from the origin (Minkowski distance m = 1), which is statistically equivalent to mean strength as a predictor in regression analyses. Theoretically, it represents all dimensions with equal importance.
PCA component : the dimensionality reduction of all 11 dimensions via PCA to a single component (saved via regression method), with the computed factor standardized to a mean of zero. Theoretically, the PCA method preserves the common variance of all 11 dimensions (24.8% of overall original variance; 34.4% of the variance of the perceptual strength norms; 34.4%, and 40.6% of the variance of the action strength norms) in a single variable.","s13428-019-01316-z.pdf~Method~60"
"s13428-019-01316-z.pdf","Method",61,"Method
Design and analysis We performed Bayesian linear regressions on four dependent variables -zRT and accuracy from both ELP and BLP -using JSZ default priors ( r scale = .354) and Bayesian adaptive sampling (JASP Team, 2019). To reproduce this analysis, JASP analysis files are deposited in the OSF repository. In each analysis, we built a null model of lexical predictors (log SUBTLEX word frequency, number of letters, number of syllables, orthographic Levenshtein distance), and then added a single candidate composite variable to form the alternative model and used Bayes factors (BF 10 ) to quantify the evidence in favor of the alternative model over the null. Finally, we compared BFs across models to select the best-performing composite variable for each dependent variable. Due to the magnitude of the BF values, we report natural log BFs throughout.","s13428-019-01316-z.pdf~Method~61"
"s13428-019-01316-z.pdf","Results and discussion",62,"Results and discussion
Overall, we found that all composite variables of the sensorimotor norms reliably predicted lexical decision performance above and beyond the null model of lexical predictors, for both response times and accuracy, in both the ELP and BLP datasets. In Table 4, we report the log BF per candidate
1284
Behav Res (2020) 52:1271 -1291
Table 4 Bayesian linear regression results for English Lexicon Project (ELP) and British Lexicon Project (BLP) lexical decision response times (RTs) and accuracy, showing log Bayes factors (logBF10) for each candidate composite variable of sensorimotor strength against the null model","s13428-019-01316-z.pdf~Results and discussion~62"
